timestamp,cpu,memory,disk,bytes_sent,bytes_recv
2025-02-01 21:48:38,43.9,91.7,87.5,1926369340,1795048476
2025-02-01 21:48:44,43.0,96.4,87.5,1926376054,1795055776
2025-02-01 21:48:49,23.9,90.9,87.5,1926388075,1795078564
2025-02-01 21:48:54,14.7,87.8,87.5,1926388400,1795078939
2025-02-01 21:48:59,17.4,88.6,87.5,1926388675,1795079119
2025-02-01 21:49:04,16.7,89.8,87.5,1926391495,1795079119
2025-02-01 21:49:09,16.0,90.6,87.5,1926392162,1795079914
2025-02-01 21:49:14,18.5,91.3,87.5,1926392247,1795079974
2025-02-01 21:49:19,32.3,92.2,87.5,1926392400,1795080204
2025-02-01 21:49:24,49.7,94.8,87.5,1926428096,1795104317
2025-02-01 21:49:29,26.2,88.5,87.5,1926428643,1795105655
2025-02-01 21:49:34,65.9,89.3,87.5,1926527102,1795257143
2025-02-01 21:49:39,62.1,90.6,87.5,1926579482,1795426118
2025-02-01 21:54:43,54.0,94.5,87.5,1927398466,1796691777
2025-02-01 21:54:45,44.2,91.4,87.5,1927398466,1796691777
2025-02-01 21:54:47,44.7,91.3,87.5,1927398466,1796691777
2025-02-01 21:54:49,29.7,91.2,87.5,1927398659,1796691943
2025-02-01 21:54:51,40.6,91.3,87.5,1927398659,1796691943
2025-02-01 21:54:53,23.0,91.4,87.5,1927398744,1796692003
2025-02-01 21:54:55,52.2,91.6,87.5,1927398744,1796692003
2025-02-01 21:54:57,36.9,91.8,87.5,1927410105,1796713064
2025-02-01 21:54:59,19.6,92.2,87.5,1927411886,1796714853
2025-02-01 21:55:02,40.0,94.6,87.5,1927419855,1796731941
2025-02-01 21:55:04,44.9,93.8,87.5,1927423604,1796732300
2025-02-01 21:55:06,44.2,93.0,87.5,1927431533,1796796156
2025-02-01 21:55:08,31.8,89.9,87.5,1927431618,1796796216
2025-02-01 21:55:10,19.6,90.1,87.5,1927431726,1796796276
2025-02-01 21:55:12,21.4,90.6,87.5,1927432339,1796796990
2025-02-01 21:55:14,45.6,90.8,87.5,1927432447,1796797050
2025-02-01 21:55:16,32.7,91.0,87.5,1927432600,1796797280
2025-02-01 21:55:18,35.1,90.6,87.5,1927432600,1796797280
2025-02-01 21:55:20,25.4,90.9,87.5,1927432654,1796797361
2025-02-01 21:55:22,40.4,91.1,87.5,1927432654,1796797361
2025-02-01 21:55:24,26.2,91.3,87.5,1927432739,1796797421
2025-02-01 21:55:26,24.4,91.3,87.5,1927433029,1796797778
2025-02-01 21:55:28,20.1,91.7,87.5,1927433139,1796797910
2025-02-01 21:55:30,43.7,92.0,87.5,1927433221,1796798340
2025-02-01 21:55:32,20.9,92.1,87.5,1927433221,1796798340
2025-02-01 21:55:34,28.9,93.1,87.5,1927433275,1796798421
2025-02-01 21:55:36,30.5,94.2,87.5,1927433275,1796798421
2025-02-01 21:55:38,25.7,94.0,87.5,1927433275,1796798421
2025-02-01 21:55:40,20.7,93.5,87.5,1927433360,1796798481
2025-02-01 21:55:41,22.4,93.3,87.5,1927433360,1796798481
2025-02-01 21:55:42,21.9,93.0,87.5,1927433919,1796799135
2025-02-01 21:55:44,28.6,93.0,87.5,1927433919,1796799195
2025-02-01 21:55:46,28.3,93.8,87.5,1927439105,1796809173
2025-02-01 21:55:47,36.0,94.1,87.5,1927439105,1796809173
2025-02-01 21:55:48,34.4,94.0,87.5,1927439105,1796809173
2025-02-01 21:55:49,15.7,94.0,87.5,1927439105,1796809173
2025-02-01 21:55:50,17.4,93.9,87.5,1927439159,1796809254
2025-02-01 21:55:51,24.3,94.0,87.5,1927448496,1796818898
2025-02-01 21:55:52,22.8,94.0,87.5,1927452872,1796830308
2025-02-01 21:55:53,24.7,94.0,87.5,1927452872,1796830308
2025-02-01 21:55:53,23.4,94.0,87.5,1927452872,1796830308
2025-02-01 21:55:56,41.1,95.1,87.5,1927459331,1796836720
2025-02-01 21:55:56,41.2,95.1,87.5,1927459331,1796836720
2025-02-01 21:55:58,33.3,93.5,87.5,1927459331,1796836720
2025-02-01 21:55:58,33.3,93.5,87.5,1927459331,1796836720
2025-02-01 21:56:00,25.8,93.2,87.5,1927464358,1796841771
2025-02-01 21:56:00,26.0,93.1,87.5,1927464358,1796841771
2025-02-01 21:56:02,13.0,92.9,87.5,1927469115,1796854231
2025-02-01 21:56:02,13.0,92.9,87.5,1927469115,1796854231
2025-02-01 21:56:04,12.7,92.9,87.5,1927472848,1796860325
2025-02-01 21:56:04,12.8,92.9,87.5,1927472848,1796860325
2025-02-01 21:56:06,16.2,93.3,87.5,1927472902,1796860406
2025-02-01 21:56:06,16.4,93.3,87.5,1927472902,1796860406
2025-02-01 21:56:08,14.5,92.6,87.5,1927472902,1796860406
2025-02-01 21:56:08,14.4,92.6,87.5,1927472902,1796860406
2025-02-01 21:56:10,12.7,92.8,87.5,1927473172,1796860604
2025-02-01 21:56:10,13.0,92.8,87.5,1927473172,1796860604
2025-02-01 21:56:12,29.1,93.3,87.5,1927473257,1796860664
2025-02-01 21:56:12,29.1,93.3,87.5,1927473257,1796860664
2025-02-01 21:56:14,24.9,91.6,87.5,1927473926,1796861510
2025-02-01 21:56:14,25.1,91.5,87.5,1927473926,1796861510
2025-02-01 21:56:16,18.8,91.9,87.5,1927483072,1796867941
2025-02-01 21:56:16,19.2,91.9,87.5,1927483072,1796867941
2025-02-01 21:56:18,27.9,91.8,87.5,1927483072,1796867941
2025-02-01 21:56:18,24.4,91.8,87.5,1927483072,1796867941
2025-02-01 21:56:19,23.8,92.3,87.5,1927483180,1796868001
2025-02-01 21:56:20,18.1,92.3,87.5,1927483180,1796868001
2025-02-01 21:56:21,20.9,92.5,87.5,1927483180,1796868001
2025-02-01 21:56:22,19.4,92.5,87.5,1927483234,1796868082
2025-02-01 21:56:23,20.8,92.7,87.5,1927483234,1796868082
2025-02-01 21:56:23,22.0,92.7,87.5,1927483234,1796868082
2025-02-01 21:56:25,19.4,92.7,87.5,1927483600,1796868503
2025-02-01 21:56:25,19.8,92.7,87.5,1927483600,1796868503
2025-02-01 21:56:27,32.5,93.5,87.5,1927483685,1796868563
2025-02-01 21:56:28,32.6,93.6,87.5,1927483685,1796868563
2025-02-01 21:56:30,21.4,93.6,87.5,1927496606,1796882139
2025-02-01 21:56:30,21.3,93.6,87.5,1927496606,1796882139
2025-02-01 21:56:31,50.9,93.7,87.5,1927499178,1796897574
2025-02-01 21:56:32,50.0,94.4,87.5,1927499178,1796897574
2025-02-01 21:56:34,51.7,92.6,87.5,1927512585,1796907740
2025-02-01 21:56:34,51.7,92.6,87.5,1927512585,1796907740
2025-02-01 21:56:36,35.1,92.0,87.5,1927521682,1796922102
2025-02-01 21:56:38,30.2,91.5,87.5,1927525461,1796924027
2025-02-01 21:56:40,30.3,92.3,87.5,1927573353,1797057510
2025-02-01 21:56:42,30.2,92.5,87.5,1927594671,1797168004
2025-02-01 21:56:44,29.6,92.8,87.5,1927608004,1797306606
2025-02-01 21:56:46,60.3,95.6,87.5,1927608685,1797307088
2025-02-01 21:56:48,48.1,93.2,87.5,1927621469,1797321972
2025-02-01 21:56:50,27.5,84.2,87.5,1927624407,1797328046
2025-02-01 21:56:52,27.7,81.3,87.5,1927624407,1797328046
2025-02-01 21:56:54,18.1,81.3,87.5,1927624461,1797328127
2025-02-01 21:56:56,38.2,82.8,87.5,1927660856,1799038038
2025-02-01 21:56:58,59.4,85.4,87.5,1927770876,1800030742
2025-02-01 21:57:00,43.5,87.7,87.5,1927789260,1800090720
2025-02-01 21:57:02,39.3,88.6,87.5,1927838974,1800210225
2025-02-01 21:57:04,21.9,88.9,87.5,1927841938,1800210405
2025-02-01 21:57:06,24.7,89.5,87.5,1927853935,1800288467
2025-02-01 21:57:08,24.1,88.3,87.5,1927879374,1800413006
2025-02-01 21:57:10,29.0,88.3,87.5,1927899743,1800450392
2025-02-01 21:57:12,17.9,88.7,87.5,1927904732,1800527468
2025-02-01 21:57:14,13.5,88.9,87.5,1927914703,1800549304
2025-02-01 21:57:16,14.0,89.0,87.5,1927914703,1800549304
2025-02-01 21:57:18,19.2,89.1,87.5,1927914703,1800549304
2025-02-01 21:57:20,15.6,89.2,87.5,1927915077,1800549557
2025-02-01 21:57:22,21.6,90.6,87.5,1927915077,1800549557
2025-02-01 21:57:24,23.9,90.9,87.5,1927915077,1800549557
2025-02-01 21:57:26,24.1,89.9,87.5,1927915131,1800549638
2025-02-01 21:57:28,16.4,89.9,87.5,1927915364,1800549837
2025-02-01 21:57:41,18.4,89.4,87.5,1927915879,1800550935
2025-02-01 21:58:41,46.9,89.8,87.5,1927981713,1800611800
2025-02-01 21:59:41,38.6,91.8,87.5,1928138750,1800745742
2025-02-01 22:00:30,42.3,89.5,87.5,1928213051,1800856381
2025-02-01 22:00:35,28.7,89.0,87.5,1928213190,1800856522
2025-02-01 22:00:41,41.0,89.6,87.5,1928247273,1800969188
2025-02-01 22:00:44,48.2,90.5,87.5,1928313496,1801130710
2025-02-01 22:00:46,60.2,91.6,87.5,1928317966,1801144745
2025-02-01 22:01:41,41.1,91.1,87.5,1928475692,1801838219
2025-02-01 22:01:52,43.6,89.4,87.5,1928509607,1802065977
2025-02-01 22:02:09,34.7,88.3,87.5,1928588943,1802449241
2025-02-01 22:17:42,43.9,92.7,87.5,1930909483,1810693802
2025-02-01 22:17:47,32.2,93.3,87.5,1930912626,1810698828
2025-02-01 22:17:52,26.0,91.9,87.5,1930914531,1810699701
2025-02-01 22:17:57,20.4,92.5,87.5,1930914586,1810699767
2025-02-01 22:18:02,23.3,92.5,87.5,1930915502,1810700802
2025-02-01 22:18:07,28.9,93.5,87.5,1930932511,1810721808
2025-02-01 22:18:12,22.3,90.9,87.5,1930934819,1810722741
2025-02-01 22:18:17,21.9,91.5,87.5,1930935091,1810723014
2025-02-01 22:18:22,17.2,91.1,87.5,1930935176,1810723074
2025-02-01 22:18:27,25.8,90.8,87.5,1930935176,1810723074
2025-02-01 22:18:32,19.9,90.5,87.5,1930936342,1810724523
2025-02-01 22:18:37,26.5,90.8,87.5,1930946803,1810735191
2025-02-01 22:18:42,18.1,91.2,87.5,1930946858,1810735257
2025-02-01 22:18:47,15.4,91.2,87.5,1930946912,1810735338
2025-02-01 22:18:52,31.4,92.8,87.5,1930962984,1810808162
2025-02-01 22:18:57,45.2,92.2,87.5,1930971303,1810943010
2025-02-01 22:19:02,61.2,92.3,87.5,1930977307,1811049118
2025-02-01 22:19:07,65.5,91.8,87.5,1930982322,1811156236
2025-02-01 22:19:12,37.2,91.4,87.5,1930991358,1811264173
2025-02-01 22:19:17,42.1,93.1,87.5,1930999267,1811266335
2025-02-01 22:19:22,28.5,90.8,87.5,1930999352,1811266461
2025-02-01 22:19:28,38.0,92.6,87.5,1931001794,1811274786
2025-02-01 22:20:12,34.4,92.3,87.5,1931086472,1811460738
2025-02-01 22:20:13,56.1,94.7,87.5,1931086527,1811460804
2025-02-01 22:20:14,55.2,95.4,87.5,1931086818,1811461161
2025-02-01 22:20:15,43.6,92.8,87.5,1931086818,1811461161
2025-02-01 22:20:28,42.6,93.1,,,
2025-02-01 22:20:30,34.1,93.3,,,
2025-02-01 22:20:33,29.6,91.5,,,
2025-02-01 22:20:38,13.3,91.1,,,
2025-02-01 22:20:44,15.6,91.7,,,
2025-02-01 22:20:48,39.6,91.2,,,
2025-02-01 22:20:52,37.0,91.0,,,
2025-02-01 22:20:55,33.2,91.2,,,
2025-02-01 22:20:58,16.9,91.8,,,
2025-02-01 22:21:00,19.0,92.3,,,
2025-02-01 22:21:03,45.4,93.3,,,
2025-02-01 22:21:05,28.4,92.8,,,
2025-02-01 22:21:08,20.5,93.1,,,
2025-02-01 22:21:10,19.2,93.3,,,
2025-02-01 22:21:13,12.1,93.5,,,
2025-02-01 22:21:15,17.7,93.4,,,
2025-02-01 22:21:18,28.8,93.3,,,
2025-02-01 22:21:22,27.0,92.7,,,
2025-02-01 22:21:26,41.0,91.5,,,
2025-02-01 22:21:32,24.9,91.4,,,
2025-02-01 22:22:59,45.0,93.3,,,
2025-02-01 22:23:04,41.5,90.6,,,
2025-02-01 22:23:09,54.0,92.1,,,
2025-02-01 22:23:13,33.2,91.1,,,
2025-02-01 22:30:44,43.5,95.2,,,
2025-02-01 22:30:48,58.5,93.5,,,
2025-02-01 22:30:48,53.8,93.4,,,
2025-02-01 22:30:51,42.4,94.8,,,
2025-02-01 22:30:54,37.8,94.9,,,
2025-02-01 22:30:57,36.0,94.4,,,
2025-02-01 22:31:00,35.0,94.0,,,
2025-02-01 22:31:02,31.2,93.5,,,
2025-02-01 22:31:05,28.3,92.1,,,
2025-02-01 22:31:08,25.1,91.6,,,
2025-02-01 22:31:10,36.7,92.9,,,
2025-02-01 22:31:13,38.2,93.7,,,
2025-02-01 22:31:16,24.5,93.9,,,
2025-02-01 22:31:18,37.1,94.3,,,
2025-02-01 22:31:21,45.3,95.3,,,
2025-02-01 22:31:23,45.2,94.6,,,
2025-02-01 22:31:26,22.8,94.0,,,
2025-02-01 22:31:28,34.8,94.5,,,
2025-02-01 22:31:31,34.2,95.1,,,
2025-02-01 22:31:33,19.7,93.4,,,
2025-02-01 22:31:36,25.7,93.6,,,
2025-02-01 22:31:38,31.4,94.3,,,
2025-02-01 22:31:41,35.4,95.3,,,
2025-02-01 22:31:43,28.0,94.2,,,
2025-02-01 22:31:46,21.9,93.9,,,
2025-02-01 22:31:48,41.6,94.7,,,
2025-02-01 22:31:51,30.8,95.3,,,
2025-02-01 22:31:54,40.2,96.2,,,
2025-02-01 22:31:56,41.9,95.4,,,
2025-02-01 22:32:00,54.2,91.0,,,
2025-02-01 22:32:02,34.1,89.0,,,
2025-02-01 22:32:05,25.5,88.5,,,
