timestamp,cpu,memory,disk,bytes_sent,bytes_recv
2025-02-01 22:32:07,27.4,88.6,,,
2025-02-01 22:32:10,28.6,88.5,,,
2025-02-01 22:32:12,21.2,88.4,,,
2025-02-01 22:32:14,33.5,88.7,,,
2025-02-01 22:32:17,34.3,88.9,,,
2025-02-01 22:32:19,33.6,88.9,,,
2025-02-01 22:32:22,25.9,89.0,,,
2025-02-01 22:32:24,23.2,88.7,,,
2025-02-01 22:32:27,25.7,87.2,,,
2025-02-01 22:32:29,35.1,89.0,,,
2025-02-01 22:32:32,36.8,90.1,,,
2025-02-01 22:32:34,22.9,90.0,,,
2025-02-01 22:32:37,25.5,91.7,,,
2025-02-01 22:32:39,24.4,89.9,,,
2025-02-01 22:32:41,26.9,89.8,,,
2025-02-01 22:32:44,32.0,89.8,,,
2025-02-01 22:32:46,24.2,89.6,,,
2025-02-01 22:32:49,25.9,89.9,,,
2025-02-01 22:32:51,25.1,89.7,,,
2025-02-01 22:32:54,42.1,90.1,,,
2025-02-01 22:32:56,28.6,90.3,,,
2025-02-01 22:32:59,24.9,90.1,,,
2025-02-01 22:33:01,34.0,89.5,,,
2025-02-01 22:33:04,42.4,90.8,,,
2025-02-01 22:33:07,43.4,91.7,,,
2025-02-01 22:33:09,25.9,90.4,,,
2025-02-01 22:33:12,26.1,90.3,,,
2025-02-01 22:33:14,26.6,90.5,,,
2025-02-01 22:33:16,26.9,89.9,,,
2025-02-01 22:33:19,26.9,90.0,,,
2025-02-01 22:33:21,31.0,89.9,,,
2025-02-01 22:33:23,27.8,90.1,,,
2025-02-01 22:33:26,43.0,91.9,,,
2025-02-01 22:33:29,33.6,92.4,,,
2025-02-01 22:33:33,43.7,91.2,,,
2025-02-01 22:33:36,39.7,90.8,,,
2025-02-01 22:33:40,34.4,90.9,,,
2025-02-01 22:33:43,30.3,90.9,,,
2025-02-01 22:33:46,25.8,91.0,,,
2025-02-01 22:33:50,29.2,91.0,,,
2025-02-01 22:33:53,24.6,91.0,,,
2025-02-01 22:33:56,32.1,91.0,,,
2025-02-01 22:34:00,34.3,91.2,,,
2025-02-01 22:34:07,36.8,90.9,,,
2025-02-01 22:34:09,34.4,90.9,,,
2025-02-01 22:34:11,43.9,91.1,,,
2025-02-01 22:34:16,34.2,91.1,,,
2025-02-01 22:34:20,41.8,91.6,,,
2025-02-01 22:34:20,43.9,91.6,,,
2025-02-01 22:34:21,37.5,91.6,,,
2025-02-01 22:34:25,37.9,91.4,,,
2025-02-01 22:34:29,34.4,91.8,,,
2025-02-01 22:34:38,34.6,91.9,,,
2025-02-01 22:34:37,34.0,91.7,,,
2025-02-01 22:34:39,31.9,91.9,,,
2025-02-01 22:34:39,36.6,92.0,,,
2025-02-01 22:34:39,35.1,91.9,,,
2025-02-01 22:34:43,41.3,92.0,,,
2025-02-01 22:34:51,38.0,92.2,,,
2025-02-01 22:34:52,36.5,92.2,,,
2025-02-01 22:34:52,35.3,92.2,,,
2025-02-01 22:34:53,36.9,92.2,,,
2025-02-01 22:35:04,39.5,92.2,,,
2025-02-01 22:35:05,41.4,92.2,,,
2025-02-01 22:35:08,34.9,92.1,,,
2025-02-01 22:35:08,36.8,92.2,,,
2025-02-01 22:35:10,38.2,92.1,,,
2025-02-01 22:35:10,36.3,92.2,,,
2025-02-01 22:35:16,36.6,92.3,,,
2025-02-01 22:35:18,38.2,92.3,,,
2025-02-01 22:35:23,44.7,92.2,,,
2025-02-01 22:35:24,44.2,92.2,,,
2025-02-01 22:35:25,48.0,92.8,,,
2025-02-01 22:35:26,43.8,92.8,,,
2025-02-01 22:35:39,37.2,92.5,,,
2025-02-01 22:35:40,39.0,92.5,,,
2025-02-01 22:35:40,37.0,92.5,,,
2025-02-01 22:35:40,34.5,92.5,,,
2025-02-01 22:35:40,37.7,92.6,,,
2025-02-01 22:35:41,36.4,92.7,,,
2025-02-01 22:35:52,35.4,92.2,,,
2025-02-01 22:35:52,34.5,92.2,,,
2025-02-01 22:36:00,32.8,92.2,,,
2025-02-01 22:36:00,34.2,92.2,,,
2025-02-01 22:36:00,30.6,92.2,,,
2025-02-01 22:36:00,33.9,92.3,,,
2025-02-01 22:36:14,37.5,92.3,,,
2025-02-01 22:36:15,39.0,93.1,,,
2025-02-01 22:36:15,33.4,92.3,,,
2025-02-01 22:36:15,41.0,93.1,,,
2025-02-01 22:36:15,39.9,93.1,,,
2025-02-01 22:36:15,38.3,93.1,,,
2025-02-01 22:36:26,33.0,92.5,,,
2025-02-01 22:36:28,34.2,92.5,,,
2025-02-01 22:36:29,31.2,92.5,,,
2025-02-01 22:36:29,32.3,92.5,,,
2025-02-01 22:36:36,37.1,92.5,,,
2025-02-01 22:36:37,38.7,92.5,,,
2025-02-01 22:36:46,40.7,92.6,,,
2025-02-01 22:36:47,34.7,92.6,,,
2025-02-01 22:36:46,39.3,92.7,,,
2025-02-01 22:36:48,40.4,92.9,,,
2025-02-01 22:36:48,40.9,92.6,,,
2025-02-01 22:36:49,36.3,92.9,,,
2025-02-01 22:37:01,44.1,93.0,,,
2025-02-01 22:37:01,47.5,92.9,,,
2025-02-01 22:37:02,49.4,93.0,,,
2025-02-01 22:37:02,40.0,92.9,,,
2025-02-01 22:37:08,37.0,93.0,,,
2025-02-01 22:37:09,37.1,93.0,,,
2025-02-01 22:37:17,37.2,90.6,,,
2025-02-01 22:37:21,36.3,90.6,,,
2025-02-01 22:37:20,38.9,90.6,,,
2025-02-01 22:37:23,37.5,90.6,,,
2025-02-01 22:37:23,37.1,90.7,,,
2025-02-01 22:37:24,36.4,90.7,,,
2025-02-01 22:37:28,36.6,90.7,,,
2025-02-01 22:37:33,36.9,90.6,,,
2025-02-01 22:37:34,39.2,90.7,,,
2025-02-01 22:37:35,37.4,90.7,,,
2025-02-01 22:37:46,36.8,90.5,,,
2025-02-01 22:37:47,39.9,90.5,,,
2025-02-01 22:37:47,36.4,90.6,,,
2025-02-01 22:37:50,43.5,91.2,,,
2025-02-01 22:37:51,39.0,91.2,,,
2025-02-01 22:37:50,33.1,91.2,,,
2025-02-01 22:38:02,40.1,91.7,,,
2025-02-01 22:38:04,34.3,91.5,,,
2025-02-01 22:38:04,37.6,91.5,,,
2025-02-01 22:38:08,38.2,91.6,,,
2025-02-01 22:38:08,36.9,91.6,,,
2025-02-01 22:38:08,36.4,91.7,,,
2025-02-01 22:38:18,38.3,91.8,,,
2025-02-01 22:38:22,33.7,91.9,,,
2025-02-01 22:38:24,34.2,91.9,,,
2025-02-01 22:38:24,36.9,91.9,,,
2025-02-01 22:38:24,33.6,91.8,,,
2025-02-01 22:38:24,34.5,91.7,,,
2025-02-01 22:38:27,35.7,91.2,,,
2025-02-01 22:38:37,38.5,91.4,,,
2025-02-01 22:38:38,36.5,91.4,,,
2025-02-01 22:38:39,38.6,91.4,,,
2025-02-01 22:38:39,36.5,91.4,,,
2025-02-01 22:38:39,35.4,91.3,,,
2025-02-01 22:38:43,34.5,91.5,,,
2025-02-01 22:38:55,31.1,91.4,,,
2025-02-01 22:38:55,36.0,91.4,,,
2025-02-01 22:38:55,37.0,91.4,,,
2025-02-01 22:38:55,34.0,91.4,,,
2025-02-01 22:38:55,30.1,91.4,,,
2025-02-01 22:38:56,34.3,91.5,,,
2025-02-01 22:39:08,36.0,91.4,,,
2025-02-01 22:39:08,35.0,91.4,,,
2025-02-01 22:39:08,33.4,91.4,,,
2025-02-01 22:39:09,33.9,91.4,,,
2025-02-01 22:39:12,33.7,91.4,,,
2025-02-01 22:39:15,32.8,91.4,,,
2025-02-01 22:39:26,33.7,91.3,,,
2025-02-01 22:39:26,35.2,91.2,,,
2025-02-01 22:39:26,34.6,91.3,,,
2025-02-01 22:39:26,35.1,91.4,,,
2025-02-01 22:39:26,34.8,91.3,,,
2025-02-01 22:39:26,47.0,90.9,,,
2025-02-01 22:39:38,34.2,91.0,,,
2025-02-01 22:39:40,32.6,91.0,,,
2025-02-01 22:39:40,30.7,91.1,,,
2025-02-01 22:39:41,31.4,91.1,,,
2025-02-01 22:39:42,33.3,91.0,,,
2025-02-01 22:39:47,30.2,91.1,,,
2025-02-01 22:39:51,38.2,91.0,,,
2025-02-01 22:39:57,36.3,91.3,,,
2025-02-01 22:39:57,38.1,91.3,,,
2025-02-01 22:40:00,35.3,91.3,,,
2025-02-01 22:40:00,35.4,91.2,,,
2025-02-01 22:39:59,36.5,91.3,,,
2025-02-01 22:40:05,34.8,91.3,,,
2025-02-01 22:40:10,36.2,91.5,,,
2025-02-01 22:40:12,35.2,91.4,,,
2025-02-01 22:40:13,42.1,91.4,,,
2025-02-01 22:40:14,42.2,91.5,,,
2025-02-01 22:40:21,35.4,91.5,,,
2025-02-01 22:40:28,36.0,91.2,,,
2025-02-01 22:40:29,36.4,91.3,,,
2025-02-01 22:40:30,37.6,91.3,,,
2025-02-01 22:40:30,39.1,91.4,,,
2025-02-01 22:40:30,35.6,91.3,,,
2025-02-01 22:40:30,35.6,91.3,,,
2025-02-01 22:40:40,31.4,91.5,,,
2025-02-01 22:40:41,30.9,91.5,,,
2025-02-01 22:40:52,29.2,91.5,,,
2025-02-01 22:40:52,28.2,91.5,,,
2025-02-01 22:40:53,29.3,91.5,,,
2025-02-01 22:40:53,33.9,91.5,,,
2025-02-01 22:40:54,34.4,91.7,,,
2025-02-01 22:41:00,35.1,91.7,,,
2025-02-01 22:41:10,41.0,92.8,,,
2025-02-01 22:41:11,38.7,92.9,,,
2025-02-01 22:41:11,39.5,92.9,,,
2025-02-01 22:41:11,42.9,92.9,,,
2025-02-01 22:41:11,42.8,92.9,,,
2025-02-01 22:41:14,41.5,91.7,,,
2025-02-01 22:41:20,43.8,91.3,,,
2025-02-01 22:41:30,45.7,91.2,,,
2025-02-01 22:41:31,44.4,91.2,,,
2025-02-01 22:41:32,45.8,91.2,,,
2025-02-01 22:41:32,41.8,91.2,,,
2025-02-01 22:41:32,38.9,91.4,,,
2025-02-01 22:41:32,34.6,91.4,,,
2025-02-01 22:41:44,38.7,91.9,,,
2025-02-01 22:41:46,36.4,91.9,,,
2025-02-01 22:41:47,36.3,91.9,,,
2025-02-01 22:41:48,37.1,91.9,,,
2025-02-01 22:41:49,37.0,91.9,,,
2025-02-01 22:41:50,36.6,91.9,,,
2025-02-01 22:42:01,35.4,91.8,,,
2025-02-01 22:42:03,43.0,92.0,,,
2025-02-01 22:42:05,37.1,91.9,,,
2025-02-01 22:42:05,42.8,92.0,,,
2025-02-01 22:42:05,38.7,91.9,,,
2025-02-01 22:42:06,34.5,92.0,,,
2025-02-01 22:42:18,39.5,89.9,,,
2025-02-01 22:42:20,41.5,90.0,,,
2025-02-01 22:42:20,39.9,90.1,,,
2025-02-01 22:42:20,38.8,90.1,,,
2025-02-01 22:42:21,42.4,90.1,,,
2025-02-01 22:42:21,36.7,90.0,,,
2025-02-01 22:42:30,33.8,90.4,,,
2025-02-01 22:42:33,35.9,90.5,,,
2025-02-01 22:42:33,35.4,90.5,,,
2025-02-01 22:42:33,37.4,90.5,,,
2025-02-01 22:42:32,35.2,90.5,,,
2025-02-01 22:42:33,35.0,90.5,,,
2025-02-01 22:42:37,35.0,90.2,,,
2025-02-01 22:42:42,34.0,90.4,,,
2025-02-01 22:42:45,33.2,90.4,,,
2025-02-01 22:42:46,31.5,90.3,,,
2025-02-01 22:42:46,31.8,90.3,,,
2025-02-01 22:42:47,31.1,90.3,,,
2025-02-01 22:42:49,45.5,90.7,,,
2025-02-01 22:42:57,37.3,91.8,,,
2025-02-01 22:43:00,31.5,91.9,,,
2025-02-01 22:43:01,34.7,92.4,,,
2025-02-01 22:43:01,35.9,93.2,,,
2025-02-01 22:43:01,50.3,93.1,,,
2025-02-01 22:43:01,38.6,94.1,,,
2025-02-01 22:43:07,41.9,93.7,,,
2025-02-01 22:43:10,44.1,94.2,,,
2025-02-01 22:43:11,51.0,93.2,,,
2025-02-01 22:43:12,50.4,92.7,,,
2025-02-01 22:43:13,48.6,92.5,,,
2025-02-01 22:43:16,49.6,92.5,,,
2025-02-01 22:43:20,32.6,92.4,,,
2025-02-01 22:43:23,38.2,92.3,,,
2025-02-01 22:43:23,40.2,92.2,,,
2025-02-01 22:43:23,30.2,92.5,,,
2025-02-01 22:43:24,42.0,93.0,,,
2025-02-01 22:43:24,34.5,92.3,,,
2025-02-01 22:43:29,29.6,93.3,,,
2025-02-01 22:43:33,27.2,93.4,,,
2025-02-01 22:43:34,26.7,93.2,,,
2025-02-01 22:43:34,27.2,93.2,,,
2025-02-01 22:43:35,27.1,93.3,,,
2025-02-01 22:43:38,29.4,93.3,,,
2025-02-01 22:43:41,32.0,93.4,,,
2025-02-01 22:43:44,31.3,93.6,,,
2025-02-01 22:43:46,28.2,93.7,,,
2025-02-01 22:43:46,30.5,93.7,,,
2025-02-01 22:43:47,27.0,93.7,,,
2025-02-01 22:43:47,27.1,93.5,,,
2025-02-01 22:43:52,32.9,92.3,,,
2025-02-01 22:43:56,43.4,93.3,,,
2025-02-01 22:43:56,38.6,93.2,,,
2025-02-01 22:43:56,43.5,93.3,,,
2025-02-01 22:43:58,41.7,93.5,,,
2025-02-01 22:44:02,36.8,93.5,,,
2025-02-01 22:44:06,33.7,92.1,,,
2025-02-01 22:44:11,57.2,93.3,,,
2025-02-01 22:44:10,52.7,92.7,,,
2025-02-01 22:44:11,60.2,94.2,,,
2025-02-01 22:44:12,38.9,93.7,,,
2025-02-01 22:44:12,54.2,92.8,,,
2025-02-01 22:44:15,42.0,90.9,,,
2025-02-01 22:44:22,49.2,88.5,,,
2025-02-01 22:44:23,49.6,88.5,,,
2025-02-01 22:44:23,40.0,88.4,,,
2025-02-01 22:44:24,36.1,88.5,,,
2025-02-01 22:44:26,33.7,88.5,,,
2025-02-01 22:44:33,32.4,90.0,,,
2025-02-01 22:44:35,40.8,89.9,,,
2025-02-01 22:44:36,32.8,90.0,,,
2025-02-01 22:44:36,32.1,90.0,,,
2025-02-01 22:44:36,34.2,90.0,,,
2025-02-01 22:44:36,32.2,90.2,,,
2025-02-01 22:44:40,34.9,90.5,,,
